FED
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped?,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2222,FED,Sequence,,Campus Center,8/8/2024,Brian H,,6/20/2024,4865,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4865
2222,FED,Sequence,,Riggs Road,12/1/2024,Brian H,,10/13/2024,4872,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4872
2222,FED,Sequence,,Piney Branch ,12/1/2024,Brian H,,10/13/2024,4871,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4871
2222,FED,Sequence,,New Carrolton,3/15/2024,Brian H,,1/26/2024,4870,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4870
2222,FED,Sequence,,Long Branch,11/8/2024,Brian H,,9/20/2024,4869,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4869
2222,FED,Sequence,,East Campus,1/12/2024,Brian H,,11/24/2023,4868,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4868
2222,FED,Sequence,,Dale Drive,6/2/2024,Brian H,,4/14/2024,4867,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4867
2222,FED,Sequence,,College Park,1/12/2024,Brian H,,11/24/2023,4866,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4866
2222,FED,Sequence,,Woodside/16th,3/21/2024,Brian H,,2/1/2024,4874,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4874
2222,FED,Sequence,,Beacon Heights,10/1/2023,Brian H,,8/13/2023,4864,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4864
2222,FED,Sequence,,Annapolis Road / Glennridge,,Brian H,,11/11/1899,4863,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4863
2222,FED,Sequence,,Adelphi Road,11/25/24,Brian H,,10/7/2024,4862,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4862
2222,FED,Sequence,,Bethesda - Remainder,,Brian H,,11/11/1899,4861,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4861
2222,FED,Sequence,,Lyttonsville,,Brian H,,11/11/1899,4860,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4860
2222,FED,Sequence,,Manchester,,Brian H,,11/11/1899,4859,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4859
2222,FED,Sequence,,Tacoma Langley,12/1/2024,Brian H,,10/13/2024,4873,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4873
